PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Wesolowski, Sergiusz; Vera, Daniel; Wu, Wei								SRSF shape analysis for sequencing data reveal new differentiating patterns								COMPUTATIONAL BIOLOGY AND CHEMISTRY				70				56	64		10.1016/j.compbiolchem.2017.07.004			OCT 2017	2017										0							WOS:000412960700008		
J	Crispatzu, Giuliano; Kulkarni, Pranav; Toliat, Mohammad R.; Nuernberg, Peter; Herling, Marco; Herling, Carmen D.; Frommolt, Peter								Semi-automated cancer genome analysis using high-performance computing								HUMAN MUTATION				38	10			1325	1335		10.1002/humu.23275			OCT 2017	2017										4							WOS:000411740400005		
J	Ji, Guoli; Lin, Qianmin; Long, Yuqi; Ye, Congting; Ye, Wenbin; Wu, Xiaohui								PAcluster: Clustering polyadenylation site data using canonical correlation analysis								JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY				15	5					1750018	10.1142/S0219720017500184			OCT 2017	2017						16th International Conference on Bioinformatics (InCoB)	SEP 20-22, 2017		Tsinghua Univ, Grad Sch Shenzhen, Shenzhen, PEOPLES R CHINA	2							WOS:000412733500004		
J	Trienens, Monika; Kraaijeveld, Ken; Wertheim, Bregje								Defensive repertoire of Drosophila larvae in response to toxic fungi								MOLECULAR ECOLOGY				26	19			5043	5057		10.1111/mec.14254			OCT 2017	2017										4							WOS:000413375500015		
J	Odhams, Christopher A.; Graham, Deborah S. Cunninghame; Vyse, Timothy J.								Profiling RNA-Seq at multiple resolutions markedly increases the number of causal eQTLs in autoimmune disease								PLOS GENETICS				13	10					e1007071	10.1371/journal.pgen.1007071			OCT 2017	2017										7							WOS:000414161300033		
J	Singh, Pooja; Boerger, Christine; More, Heather; Sturmbauer, Christian								The Role of Alternative Splicing and Differential Gene Expression in Cichlid Adaptive Radiation								GENOME BIOLOGY AND EVOLUTION				9	10			2764	2781		10.1093/gbe/evx204			OCT 2017	2017										11							WOS:000414778600025		
J	Heinig, Matthias; Adriaens, Michiel E.; Schafer, Sebastian; van Deutekom, Hanneke W. M.; Lodder, Elisabeth M.; Ware, James S.; Schneider, Valentin; Felkin, Leanne E.; Creemers, Esther E.; Meder, Benjamin; Katus, Hugo A.; Ruehle, Frank; Stoll, Monika; Cambien, Francois; Villard, Eric; Charron, Philippe; Varro, Andras; Bishopric, Nanette H.; George, Alfred L., Jr.; dos Remedios, Cristobal; Moreno-Moral, Aida; Pesce, Francesco; Bauerfeind, Anja; Rueschendorf, Franz; Rintisch, Carola; Petretto, Enrico; Barton, Paul J.; Cook, Stuart A.; Pinto, Yigal M.; Bezzina, Connie R.; Hubner, Norbert								Natural genetic variation of the cardiac transcriptome in non-diseased donors and patients with dilated cardiomyopathy								GENOME BIOLOGY				18						170	10.1186/s13059-017-1286-z			SEP 14 2017	2017										15							WOS:000410586400001		
J	Impey, Soren; Jopson, Timothy; Pelz, Carl; Tafessu, Amanuel; Fareh, Fatema; Zuloaga, Damian; Marzulla, Tessa; Riparip, Lara-Kirstie; Stewart, Blair; Rosi, Susanna; Turker, Mitchell S.; Raber, Jacob								Bi-directional and shared epigenomic signatures following proton and Fe-56 irradiation								SCIENTIFIC REPORTS				7						10227	10.1038/s41598-017-09191-4			AUG 31 2017	2017										11							WOS:000408781200086		
J	Duan, Cheng-Guo; Wang, Xingang; Zhang, Lingrui; Xiong, Xiansong; Zhang, Zhengjing; Tang, Kai; Pan, Li; Hsu, Chuan-Chih; Xu, Huawei; Tao, W. Andy; Zhang, Heng; Zhu, Jian-Kang								A protein complex regulates RNA processing of intronic heterochromatin-containing genes in Arabidopsis								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				114	35			E7377	E7384		10.1073/pnas.1710683114			AUG 29 2017	2017										9							WOS:000408536000020		
J	Robertson, A. Gordon; Shih, Juliann; Yau, Christina; Gibb, Ewan A.; Oba, Junna; Mungall, Karen L.; Hess, Julian M.; Uzunangelov, Vladislav; Walter, Vonn; Danilova, Ludmila; Lichtenberg, Tara M.; Kucherlapati, Melanie; Kimes, Patrick K.; Tang, Ming; Penson, Alexander; Babur, Ozgun; Akbani, Rehan; Bristow, Christopher A.; Hoadley, Katherine A.; Iype, Lisa; Chang, Matthew T.; Cherniack, Andrew D.; Benz, Christopher; Mills, Gordon B.; Verhaak, Roel G. W.; Griewank, Klaus G.; Felau, Ina; Zenklusen, Jean C.; Gershenwald, Jeffrey E.; Schoenfield, Lynn; Lazar, Alexander J.; Abdel-Rahman, Mohamed H.; Roman-Roman, Sergio; Stern, Marc-Henri; Cebulla, Colleen M.; Williams, Michelle D.; Jager, Martine J.; Coupland, Sarah E.; Esmaeli, Bita; Kandoth, Cyriac; Woodman, Scott E.		TCGA Res Network						Integrative Analysis Identifies Four Molecular and Clinical Subsets in Uveal Melanoma								CANCER CELL				32	2			204	+		10.1016/j.ccell.2017.07.003			AUG 14 2017	2017										130							WOS:000407932500008		
J	Darbelli, Lama; Choquet, Karine; Richard, Stephane; Kleinman, Claudia L.								Transcriptome profiling of mouse brains with qkI-deficient oligodendrocytes reveals major alternative splicing defects including self-splicing								SCIENTIFIC REPORTS				7						7554	10.1038/s41598-017-06211-1			AUG 8 2017	2017										3							WOS:000407180200055		
J	Van den Berge, Koen; Soneson, Charlotte; Robinson, Mark D.; Clement, Lieven								stageR: a general stage-wise method for controlling the gene-level false discovery rate in differential expression and differential transcript usage								GENOME BIOLOGY				18						151	10.1186/s13059-017-1277-0			AUG 7 2017	2017										6							WOS:000407107000003		
J	Davidson, Nadia M.; Hawkins, Anthony D. K.; Oshlack, Alicia								SuperTranscripts: a data driven reference for analysis and visualisation of transcriptomes								GENOME BIOLOGY				18						148	10.1186/s13059-017-1284-1			AUG 4 2017	2017										11							WOS:000406963200001		
J	Liu, Yansheng; Gonzalez-Porta, Mar; Santos, Sergio; Brazma, Alvis; Marioni, John C.; Aebersold, Ruedi; Venkitaraman, Ashok R.; Wickramasinghe, Vihandha O.								Impact of Alternative Splicing on the Human Proteome								CELL REPORTS				20	5			1229	1241		10.1016/j.celrep.2017.07.025			AUG 1 2017	2017										32							WOS:000406680000018		
J	Gloss, Brian S.; Signal, Bethany; Cheetham, Seth W.; Gruhl, Franziska; Kaczorowski, Dominik C.; Perkins, Andrew C.; Dinger, Marcel E.								High resolution temporal transcriptomics of mouse embryoid body development reveals complex expression dynamics of coding and noncoding loci								SCIENTIFIC REPORTS				7						6731	10.1038/s41598-017-06110-5			JUL 27 2017	2017										4							WOS:000406366000089		
J	Zhao, Sen; Lovf, Marthe; Carm, Kristina Totland; Bakken, Anne Cathrine; Hoff, Andreas M.; Skotheim, Rolf I.								Novel transcription-induced fusion RNAs in prostate cancer								ONCOTARGET				8	30			49133	49143		10.18632/oncotarget.17099			JUL 25 2017	2017										3							WOS:000406232400054		
J	Bjorklund, Sunniva Stordal; Panda, Anshuman; Kumar, Surendra; Seiler, Michael; Robinson, Doug; Gheeya, Jinesh; Yao, Ming; Alnaes, Grethe I. Grenaker; Toppmeyer, Deborah; Riis, Margit; Naume, Bjorn; Borresen-Dale, Anne-Lise; Kristensen, Vessela N.; Ganesan, Shridar; Bhanot, Gyan								Widespread alternative exon usage in clinically distinct subtypes of Invasive Ductal Carcinoma								SCIENTIFIC REPORTS				7						5568	10.1038/s41598-017-05537-0			JUL 17 2017	2017										5							WOS:000405675400048		
J	Petryszak, Robert; Fonseca, Nuno A.; Fullgrabe, Anja; Huerta, Laura; Keays, Maria; Tang, Y. Amy; Brazma, Alvis								The RNASeq-er API-a gateway to systematically updated analysis of public RNA-seq data								BIOINFORMATICS				33	14			2218	2220		10.1093/bioinformatics/btx143			JUL 15 2017	2017										6							WOS:000405289100074		
J	de Ruiter, Julian R.; Kas, Sjors M.; Schut, Eva; Adams, David J.; Koudijs, Marco J.; Wessels, Lodewyk F. A.; Jonkers, Jos								Identifying transposon insertions and their effects from RNA-sequencing data								NUCLEIC ACIDS RESEARCH				45	12			7064	7077		10.1093/nar/gkx461			JUL 7 2017	2017										2							WOS:000404879000016		
J	Song, Yan; Botvinnik, Olga B.; Lovci, Michael T.; Kakaradov, Boyko; Liu, Patrick; Xu, Jia L.; Yeo, Gene W.								Single-Cell Alternative Splicing Analysis with Expedition Reveals Splicing Dynamics during Neuron Differentiation								MOLECULAR CELL				67	1			148	+		10.1016/j.molcel.2017.06.003			JUL 6 2017	2017										25							WOS:000404897300015		
J	Li, Hui; Lin, Jing; Yang, Qing-Song; Li, Xiao-Gang; Chang, You-Hong								Comprehensive analysis of differentially expressed genes under salt stress in pear (Pyrus betulaefolia) using RNA-Seq								PLANT GROWTH REGULATION				82	3			409	420		10.1007/s10725-017-0266-3			JUL 2017	2017										4							WOS:000403575400005		
J	Chang, An-Yun; Castel, Stephane E.; Ernst, Evan; Kim, Hyun Soo; Martienssen, Robert A.								The Conserved RNA Binding Cyclophilin, Rct1, Regulates Small RNA Biogenesis and Splicing Independent of Heterochromatin Assembly								CELL REPORTS				19	12			2477	2489		10.1016/j.celrep.2017.05.086			JUN 20 2017	2017										3							WOS:000403671700008		
J	Tian, Miao; Yang, Wentao; Zhang, Jing; Dang, Huai; Lu, Xingyi; Fu, Chengjie; Miao, Wei								Nonsense-mediated mRNA decay in Tetrahymena is EJC independent and requires a protozoa-specific nuclease								NUCLEIC ACIDS RESEARCH				45	11			6848	6863		10.1093/nar/gkx256			JUN 20 2017	2017										8							WOS:000403693000059		
J	Noiret, Maud; Mereau, Agnes; Angrand, Gaelle; Bervas, Marion; Gautier-Courteille, Carole; Legagneux, Vincent; Deschamps, Stephane; Lerivray, Hubert; Viet, Justine; Hardy, Serge; Paillard, Luc; Audic, Yann								Robust identification of Ptbpl-dependent splicing events by a junction-centric approach in Xenopus laevis								DEVELOPMENTAL BIOLOGY				426	2			449	459		10.1016/j.ydbio.2016.08.021			JUN 15 2017	2017										2							WOS:000404064800029		
J	Nazarov, Petr V.; Muller, Arnaud; Kaoma, Tony; Nicot, Nathalie; Maximo, Cristina; Birembaut, Philippe; Tran, Nhan L.; Dittmar, Gunnar; Vallar, Laurent								RNA sequencing and transcriptome arrays analyses show opposing results for alternative splicing in patient derived samples								BMC GENOMICS				18						443	10.1186/s12864-017-3819-y			JUN 6 2017	2017										24							WOS:000404080300001		
J	Gatto, Sole; Gagliardi, Miriam; Franzese, Monica; Leppert, Sylwia; Papa, Mariarosaria; Cammisa, Marco; Grillo, Giacomo; Velasco, Guillame; Francastel, Claire; Toubiana, Shir; D'Esposito, Maurizio; Angelini, Claudia; Matarazzo, Maria R.								ICF-specific DNMT3B dysfunction interferes with intragenic regulation of mRNA transcription and alternative splicing								NUCLEIC ACIDS RESEARCH				45	10			5739	5756		10.1093/nar/gkx163			JUN 2 2017	2017										15							WOS:000402510700026		
J	Aviner, Ranen; Hofmann, Sarah; Elman, Tamar; Shenoy, Anjana; Geiger, Tamar; Elkon, Ran; Ehrlich, Marcelo; Elroy-Stein, Orna								Proteomic analysis of polyribosomes identifies splicing factors as potential regulators of translation during mitosis								NUCLEIC ACIDS RESEARCH				45	10			5945	5957		10.1093/nar/gkx326			JUN 2 2017	2017										10							WOS:000402510700042		
J	Liu, Nian; Zhou, Katherine I.; Parisien, Marc; Dai, Qing; Diatchenko, Luda; Pan, Tao								N-6-methyladenosine alters RNA structure to regulate binding of a low-complexity protein								NUCLEIC ACIDS RESEARCH				45	10			6051	6063		10.1093/nar/gkx141			JUN 2 2017	2017										90							WOS:000402510700050		
J	Kargapolova, Yulia; Levin, Michal; Lackner, Karl; Danckwardt, Sven								sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs								NUCLEIC ACIDS RESEARCH				45	10			6074	6086		10.1093/nar/gkx152			JUN 2 2017	2017										5							WOS:000402510700052		
J	Miller, Mikaela A.; Danhorn, Thomas; Cruickshank-Quinn, Charmion I.; Leach, Sonia M.; Jacobson, Sean; Strand, Matthew J.; Reisdorph, Nichole A.; Bowler, Russell P.; Petrache, Irina; Kechris, Katerina								Gene and metabolite time-course response to cigarette smoking in mouse lung and plasma								PLOS ONE				12	6					e0178281	10.1371/journal.pone.0178281			JUN 2 2017	2017										9							WOS:000402624300036		
J	de Lorenzo, Laura; Sorenson, Reed; Bailey-Serres, Julia; Hunt, Arthur G.								Noncanonical Alternative Polyadenylation Contributes to Gene Regulation in Response to Hypoxia								PLANT CELL				29	6			1262	1277		10.1105/tpc.16.00746			JUN 2017	2017										21							WOS:000404989600010		
J	Sablok, Gaurav; Powell, Brian; Braessler, Jonathan; Yu, Feng; Min, Xiang Jia								Comparative landscape of alternative splicing in fruit plants								CURRENT PLANT BIOLOGY				9-10				29	36		10.1016/j.cpb.2017.06.001			JUN 2017	2017										3							WOS:000453163400005		
J	Milan, Thomas; Wilhelm, Brian T.								Mining Cancer Transcriptomes: Bioinformatic Tools and the Remaining Challenges								MOLECULAR DIAGNOSIS & THERAPY				21	3			249	258		10.1007/s40291-017-0264-1			JUN 2017	2017										1							WOS:000401070800002		
J	Humphrey, Jack; Emmett, Warren; Fratta, Pietro; Isaacs, Adrian M.; Plagnol, Vincent								Quantitative analysis of cryptic splicing associated with TDP-43 depletion								BMC MEDICAL GENOMICS				10						38	10.1186/s12920-017-0274-1			MAY 26 2017	2017										18							WOS:000405798700001		
J	Van Moerbeke, Marijke; Kasim, Adetayo; Talloen, Willem; Reumers, Joke; Gohlmann, Hinrick W. H.; Shkedy, Ziv								A random effects model for the identification of differential splicing (REIDS) using exon and HTA arrays								BMC BIOINFORMATICS				18						273	10.1186/s12859-017-1687-8			MAY 25 2017	2017										2							WOS:000402096100003		
J	Rosewick, Nicolas; Durkin, Keith; Artesi, Maria; Marcais, Ambroise; Hahaut, Vincent; Griebel, Philip; Arsic, Natasa; Avettand-Fenoel, Veronique; Burny, Arsene; Charlier, Carole; Hermine, Olivier; Georges, Michel; Van den Broeke, Anne								Cis-perturbation of cancer drivers by the HTLV-1/BLV proviruses is an early determinant of leukemogenesis								NATURE COMMUNICATIONS				8						15264	10.1038/ncomms15264			MAY 23 2017	2017										15							WOS:000401831800001		
J	Wang, Hai; Li, Shengyan; Teng, Shouzhen; Liang, Haisheng; Xin, Hongjia; Gao, Hongjiang; Huang, Dafang; Lang, Zhihong								Transcriptome profiling revealed novel transcriptional regulators in maize responses to Ostrinia furnacalis and jasmonic acid								PLOS ONE				12	5					e0177739	10.1371/journal.pone.0177739			MAY 16 2017	2017										2							WOS:000401485500065		
J	Rot, Gregor; Wang, Zhen; Huppertz, Ina; Modic, Miha; Lence, Tina; Hallegger, Martina; Haberman, Nejc; Curk, Tomaz; von Mering, Christian; Ule, Jernej								High-Resolution RNA Maps Suggest Common Principles of Splicing and Polyadenylation Regulation by TDP-43								CELL REPORTS				19	5			1056	1067		10.1016/j.celrep.2017.04.028			MAY 2 2017	2017										18							WOS:000402124100016		
J	Wang, Mi; Uebbing, Severin; Ellegren, Hans								Bayesian Inference of Allele-Specific Gene Expression Indicates Abundant Cis-Regulatory Variation in Natural Flycatcher Populations								GENOME BIOLOGY AND EVOLUTION				9	5			1266	1279		10.1093/gbe/evx080			MAY 2017	2017										7							WOS:000406760400013		
J	Saaristo, Minna; Wong, Bob B. M.; Mincarelli, Laura; Craig, Allison; Johnstone, Christopher P.; Allinson, Mayumi; Lindstrom, Kai; Craft, John A.								Characterisation of the transcriptome of male and female wild-type guppy brains with RNA-Seq and consequences of exposure to the pharmaceutical pollutant, 17 alpha-ethinyl estradiol								AQUATIC TOXICOLOGY				186				28	39		10.1016/j.aquatox.2017.02.016			MAY 2017	2017										5							WOS:000401386100004		
J	Pantazatos, S. P.; Huang, Y-Y; Rosoklija, G. B.; Dwork, A. J.; Arango, V.; Mann, J. J.								Whole-transcriptome brain expression and exon-usage profiling in major depression and suicide: evidence for altered glial, endothelial and ATPase activity								MOLECULAR PSYCHIATRY				22	5			760	773		10.1038/mp.2016.130			MAY 2017	2017										28							WOS:000399786600014		
J	Salazar-Jaramillo, Laura; Jalvingh, Kirsten M.; de Haan, Ammerins; Kraaijeveld, Ken; Buermans, Henk; Wertheim, Bregje								Inter- and intra-species variation in genome-wide gene expression of Drosophila in response to parasitoid wasp attack								BMC GENOMICS				18						331	10.1186/s12864-017-3697-3			APR 27 2017	2017										6							WOS:000400625300001		
J	Guha, Mithu; Saare, Mario; Maslovskaja, Julia; Kisand, Kai; Liiv, Ingrid; Haljasorg, Uku; Tasa, Tonis; Metspalu, Andres; Milani, Lili; Peterson, Part								DNA breaks and chromatin structural changes enhance the transcription of autoimmune regulator target genes								JOURNAL OF BIOLOGICAL CHEMISTRY				292	16			6542	6554		10.1074/jbc.M116.764704			APR 21 2017	2017										8							WOS:000399813400010		
J	Romney, Amie L.; Podrabsky, Jason E.								Transcriptomic analysis of maternally provisioned cues for phenotypic plasticity in the annual killifish, Austrofundulus limnaeus								EVODEVO				8						6	10.1186/s13227-017-0069-7			APR 21 2017	2017										13							WOS:000399643100001		
J	Aktas, Tugce; Ilik, Ibrahim Avsar; Maticzka, Daniel; Bhardwaj, Vivek; Rodrigues, Cecilia Pessoa; Mittler, Gerhard; Manke, Thomas; Backofen, Rolf; Akhtar, Asifa								DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome								NATURE				544	7648			115	+		10.1038/nature21715			APR 6 2017	2017										91							WOS:000398323300044		
J	Arandel, Ludovic; Espinoza, Micaela Polay; Matloka, Magdalena; Bazinet, Audrey; Diniz, Damily De Dea; Naouar, Naira; Rau, Frederique; Jollet, Arnaud; Edom-Vovard, Frederique; Mamchaoui, Kamel; Tarnopolsky, Mark; Puymirat, Jack; Battail, Christophe; Boland, Anne; Deleuze, Jean-Francois; Mouly, Vincent; Klein, Arnaud F.; Furling, Denis								Immortalized human myotonic dystrophy muscle cell lines to assess therapeutic compounds								DISEASE MODELS & MECHANISMS				10	4			487	497		10.1242/dmm.027367			APR 1 2017	2017										19							WOS:000398899500013		
